,bldg_Building_gml_id,damage_value_building,damage_value_contents,damage_value_total
1428,bldg_23165870-35af-44dd-8144-e719d85088d2,0.0,0.0,0.0
1429,bldg_05397d85-17d4-40fc-b815-49e3225a2f04,0.0,0.0,0.0
1430,bldg_37784ea9-236a-48c7-8fce-11dc3ed968b1,0.0,0.0,0.0
1431,bldg_9a5b459e-6c8d-4673-9457-c480278f2f7f,0.0,0.0,0.0
1432,bldg_1784cafc-4c39-4f6d-908c-5250d269bc7e,0.0,0.0,0.0
1433,bldg_48438d13-3fa5-457d-b98d-1b2c50cdb3d7,0.0,0.0,0.0
1434,bldg_f5329882-f3d9-4812-8639-f30510ce18b0,0.0,0.0,0.0
1435,bldg_144e25d4-8a17-4f5e-940c-caf30abdcfe7,0.0,0.0,0.0
1436,bldg_e691610c-10b3-49ff-a801-121209a9aa0e,0.0,0.0,0.0
1437,bldg_a989f534-96b6-42df-a623-52daa20edf8e,0.0,0.0,0.0
1438,bldg_4089952c-7862-4eb3-833f-43046251b296,0.0,0.0,0.0
1439,bldg_7985fe9f-f555-4a67-b85c-06ed72bb6861,0.0,0.0,0.0
1440,bldg_9f7bda88-db6a-4dd3-8bc3-7dfe30465154,0.0,0.0,0.0
1441,bldg_0aff3c5b-8246-4b84-97ac-7684e57809cc,0.0,0.0,0.0
1442,bldg_e4d3f8bf-b7c3-41a5-92e7-ba6ce392f9a5,0.0,0.0,0.0
1443,bldg_750ae256-f8c8-4cea-8a0a-b523acc1610b,0.0,0.0,0.0
1444,bldg_66c7725f-d9ee-4d59-af2a-a62927e27937,0.0,0.0,0.0
1445,bldg_8c8663a2-490d-48d2-8b11-25a7af197869,0.0,0.0,0.0
1446,bldg_150464bd-62a5-4c1d-baec-1443bb678c6a,0.0,0.0,0.0
1447,bldg_e6022bfe-1128-47cc-b209-14656f2879c3,0.0,0.0,0.0
1448,bldg_ab1377af-9f39-4304-a92f-e057d2efdbd2,0.0,0.0,0.0
1449,bldg_b14a174b-6c92-4d68-8090-86cb1464b381,0.0,0.0,0.0
1450,bldg_4e6c8a2a-a20a-462c-8925-f63862310724,0.0,0.0,0.0
1451,bldg_06abe482-a513-4bb0-87d6-eaa0d0d6ee19,0.0,0.0,0.0
1452,bldg_a86d0c86-a9ae-4c23-a5e5-358ea1c0b5d1,0.0,0.0,0.0
1453,bldg_b441a89d-dd68-4aa8-87d1-f959e8f61921,0.0,0.0,0.0
1454,bldg_7823162a-a2ca-4e18-906a-88cc79d821ed,0.0,0.0,0.0
1455,bldg_96c59697-2810-493a-94bb-537f89969969,0.0,0.0,0.0
1456,bldg_4c1fb068-6654-4268-9da2-b87339df8e05,0.0,0.0,0.0
1457,bldg_f07f54fa-95af-41f2-aaf1-2c8c76cb3597,0.0,0.0,0.0
1458,bldg_e0ab05b1-e56c-4f6f-a3f9-88b22dfd9b92,0.0,0.0,0.0
1459,bldg_daaf232c-6fe8-43a5-b110-f1b846ae72ea,0.0,0.0,0.0
1460,bldg_04dc99c6-1658-402d-b655-6e7ef874d1c4,0.0,0.0,0.0
1461,bldg_8ccfe36b-438b-4ace-8036-c4536b428cc8,0.0,0.0,0.0
1462,bldg_1b095fb9-6336-4316-903c-326b3631ee5c,0.0,0.0,0.0
1463,bldg_ef0ba33c-4601-48ef-bdc5-9a3ce59128f8,0.0,0.0,0.0
1464,bldg_670b9545-7350-4ec5-ab1a-10a8f072eea2,0.0,0.0,0.0
1465,bldg_1ea54752-be7e-420f-a285-9e41f2544297,0.0,0.0,0.0
1466,bldg_3d4ec1b3-3488-4134-b7a2-80dff9ccaeda,0.0,0.0,0.0
1467,bldg_79dd85ec-cb88-4c88-b6af-b7016bb81943,0.0,0.0,0.0
1468,bldg_27f322eb-ba2e-4d56-9e28-7a06f10830de,0.0,0.0,0.0
1469,bldg_2b5ecf35-45d3-4b02-8eaf-89a5f9f9cd57,0.0,0.0,0.0
1470,bldg_87374c90-0006-4543-b0fc-1d169818f10d,0.0,0.0,0.0
1471,bldg_984e5f75-4555-4548-ad10-3847b140af78,0.0,0.0,0.0
1472,bldg_2f065f76-3a9f-4041-8cad-c66f51120e3a,0.0,0.0,0.0
1473,bldg_b1f6b500-61c2-4322-a60a-ccfa5d97f453,0.0,0.0,0.0
1474,bldg_aa3084e1-0641-475f-bc9f-19954af761ae,0.0,0.0,0.0
1475,bldg_d654d621-2672-474d-8045-b4b2a10983b7,0.0,0.0,0.0
1476,bldg_7f0e7b3c-9f18-4a64-af86-c9b85880c404,0.0,0.0,0.0
1477,bldg_99797315-c4c8-4096-afa3-8ce98ad879dd,0.0,0.0,0.0
1478,bldg_30c25c35-cb2f-4def-8c6f-bc3efb8bb15c,0.0,0.0,0.0
1479,bldg_c8ad7fde-73f1-430a-b7a3-036ab6a91d6b,0.0,0.0,0.0
1480,bldg_9c196f31-2bf7-41dd-86ce-ea9979c857a7,0.0,0.0,0.0
1481,bldg_2e1caf44-647c-467a-9b16-561e8c8c8210,0.0,0.0,0.0
1482,bldg_c81a931d-130e-491f-8672-c2e068594f7c,0.0,0.0,0.0
1483,bldg_e784eac5-b8c9-4c46-be17-fdf1419eee56,0.0,0.0,0.0
1484,bldg_dfd57be2-6e97-4200-a136-df84c9839a95,0.0,0.0,0.0
1485,bldg_f9cad98f-3116-4dd4-9103-91cca9c10ce9,0.0,0.0,0.0
1486,bldg_6adce91e-4bfc-47df-9c05-2a8016649e05,0.0,0.0,0.0
1487,bldg_e81b79b8-6439-404e-b9b4-556c03834593,0.0,0.0,0.0
1488,bldg_581b8bf2-8672-47ea-a492-7008e52f2a86,0.0,0.0,0.0
1489,bldg_95f94f34-77bd-4814-bbd2-2f372528b03c,0.0,0.0,0.0
1490,bldg_0217c706-3c7d-443b-9d45-3a7fbd2d0c3f,0.0,0.0,0.0
1491,bldg_f22e9266-0c27-48b7-8d8b-747f5b117b22,0.0,0.0,0.0
1492,bldg_bb7a56b2-1730-4981-879a-770816cd50a5,0.0,0.0,0.0
1493,bldg_836c6426-d5ef-4e89-af4d-9fa9d296f4e8,0.0,0.0,0.0
1494,bldg_8bfc25be-ecee-4939-8a34-0e00b07b63c3,0.0,0.0,0.0
1495,bldg_0b8cc6a5-89a7-478e-8725-905c3fad3596,0.0,0.0,0.0
1496,bldg_8c66719f-efcd-4e8d-9a52-6e2089027455,0.0,0.0,0.0
1497,bldg_1c239e5e-0309-490f-bc68-db78908c2a14,0.0,0.0,0.0
1498,bldg_55283a65-6230-4519-9c26-0744f7c5fcf8,0.0,0.0,0.0
1499,bldg_3ab9c232-477d-4d42-a782-80e01f8729d5,0.0,0.0,0.0
1500,bldg_64e4bc16-866c-4f35-927c-ed9bf91c3a4f,0.0,0.0,0.0
1501,bldg_9aee1ffe-da4f-418e-8526-d7f46d0a29da,0.0,0.0,0.0
1502,bldg_29efdc10-3342-4292-84e0-6ba71d2c2ad1,0.0,0.0,0.0
1503,bldg_6ac2e917-ad15-4d62-af0f-b0497cfff15d,0.0,0.0,0.0
1504,bldg_69545a08-376e-40bb-af90-d9478f99b1a3,0.0,0.0,0.0
1505,bldg_6bf5e943-5762-45f3-b628-83a26961c7d7,0.0,0.0,0.0
1506,bldg_f68eb209-9c5a-4b6d-904e-87bb18f0dc60,0.0,0.0,0.0
1507,bldg_0141ac28-9b0f-4a4a-ba8f-79f4fa8895d6,0.0,0.0,0.0
1508,bldg_084085af-abcf-483e-a169-476391a171cf,0.0,0.0,0.0
1509,bldg_a9ab071a-ab37-49ad-bb6f-9f7a73174596,0.0,0.0,0.0
1510,bldg_beb56216-19d5-430d-9e44-0b840208e93f,0.0,0.0,0.0
1511,bldg_b30a9669-9e5f-477b-bcb2-28859e9bc1ed,0.0,0.0,0.0
1512,bldg_26884af0-c4ec-4919-b5c6-7b591e57ef8b,0.0,0.0,0.0
1513,bldg_9473d860-c499-4ea1-9f6e-dfe7db7481fe,0.0,0.0,0.0
1514,bldg_9fd45d20-af81-49cc-b74d-d6959e314b2b,0.0,0.0,0.0
1515,bldg_ac1a96c9-d34d-46fb-b227-22afef72f668,0.0,0.0,0.0
1516,bldg_e9f253ae-29b4-46ab-8d5d-cf1d371e48bc,0.0,0.0,0.0
1517,bldg_736676b8-eee3-4a6b-963b-757f5ccd24bf,0.0,0.0,0.0
1518,bldg_792dff37-b9b2-4cce-9ce9-3104edb17790,0.0,0.0,0.0
1519,bldg_924899af-4659-44e4-b767-56a3dcec5784,0.0,0.0,0.0
1520,bldg_77c6ce6a-4d7a-4079-9e5c-b4d77407299f,0.0,0.0,0.0
1521,bldg_24dd5a33-cd7b-44a1-8467-905ee650b2ee,0.0,0.0,0.0
1522,bldg_6ca04f77-6bde-4eaa-a253-6fbeffcc28e7,0.0,0.0,0.0
1523,bldg_59c17898-7da0-4ff9-a822-372a696c3cf7,0.0,0.0,0.0
1524,bldg_163c603b-7d33-45df-89a2-ec624a847340,0.0,0.0,0.0
1525,bldg_ee92e485-8f8a-49a5-8963-4f1e1e8b5689,0.0,0.0,0.0
1526,bldg_fe11b915-b547-47c2-bce7-89a4bfd3240c,0.0,0.0,0.0
1527,bldg_92ffc82c-ae33-46f6-8371-97dbab2200b6,0.0,0.0,0.0
1528,bldg_6534eb8a-5155-4109-b96e-8e2427e55b0b,0.0,0.0,0.0
1529,bldg_b32ef680-915b-4130-bcbf-a0196e337293,0.0,0.0,0.0
1530,bldg_b3c5f288-c9f9-4922-9825-9a694fdf9118,0.0,0.0,0.0
1531,bldg_db55a618-8d72-44be-94ff-1a89a9a78552,0.0,0.0,0.0
1532,bldg_4daab294-2fea-4704-93c3-a036c232d0a2,0.0,0.0,0.0
1533,bldg_920cc4e7-26b8-46a3-8059-8b6a68f95a71,0.0,0.0,0.0
1534,bldg_7c4fd53b-67d6-43fe-bf1c-1857a23e5814,0.0,0.0,0.0
1535,bldg_4e463483-83a0-47f8-b4a8-1b2148872c22,0.0,0.0,0.0
1536,bldg_8cd1568f-1a55-4aab-ac8a-b056a1d1de22,0.0,0.0,0.0
1537,bldg_bc146031-1009-49c2-9e9d-96f534c8faa6,0.0,0.0,0.0
1538,bldg_bc46f722-187a-44ac-9691-5733b89f6122,0.0,0.0,0.0
1539,bldg_00d0255f-9b73-4f1a-a880-d8427fc01b00,0.0,0.0,0.0
1540,bldg_60ab9e66-d56c-42b3-945b-c048b0ed63ed,0.0,0.0,0.0
1541,bldg_ee7f15fd-1205-4c32-9ad7-38bf1230da4b,0.0,0.0,0.0
1542,bldg_30fdcf77-5a3a-4441-9589-6626d980c2cb,0.0,0.0,0.0
1543,bldg_c332718b-d3a7-48ed-bb4e-19d56d0df272,0.0,0.0,0.0
1544,bldg_6ee0d6aa-ad1f-48a6-98d3-1b56ca227beb,0.0,0.0,0.0
1545,bldg_a63ddf2d-b0a1-4c44-a2f4-c5244eb20d9c,0.0,0.0,0.0
1546,bldg_15d78da9-a5ed-4d52-886e-2a5f148db75c,0.0,0.0,0.0
1547,bldg_e5fb6e2d-1c17-4a6b-80d3-dffb71c21d95,0.0,0.0,0.0
1548,bldg_6d566ce7-b1a5-4647-9f78-39e96965d079,0.0,0.0,0.0
1549,bldg_5b68c952-b774-46a4-986e-0a0c899f79de,0.0,0.0,0.0
1550,bldg_88dc174a-1357-41f0-ae2c-ea60533f160e,0.0,0.0,0.0
1551,bldg_4ed88c73-8924-4fd4-80b0-51d91b347e08,0.0,0.0,0.0
1552,bldg_b9d4b0ff-79a5-4067-84ef-f860f521e660,0.0,0.0,0.0
1553,bldg_8d53734d-ba93-4f16-bda3-f00378575600,0.0,0.0,0.0
1554,bldg_7c26095f-64c6-4299-bd0f-cdefef68667d,0.0,0.0,0.0
1555,bldg_bcef9b5c-7253-4a96-8f48-a5301d2cc704,0.0,0.0,0.0
1556,bldg_efa3dc2a-2ba2-418c-af17-7c14a2578583,0.0,0.0,0.0
1557,bldg_fd9cb6a3-c3d0-415f-93a8-c5b535f465b1,0.0,0.0,0.0
1558,bldg_22206c86-60af-41e6-8b2a-3a8330fc1f16,0.0,0.0,0.0
1559,bldg_f542f2ab-2f8c-4933-ae14-c4749c00aea3,0.0,0.0,0.0
1560,bldg_9a62df5b-c3b5-4533-a767-609f198bfdec,0.0,0.0,0.0
1561,bldg_9a56e4c2-593b-4f42-8cad-ff279f0676e1,0.0,0.0,0.0
1562,bldg_76b686bf-ef80-499c-ba6e-7f9ddf574048,0.0,0.0,0.0
1563,bldg_b2eb447b-2e84-4b07-98f8-009361f08fa4,0.0,0.0,0.0
1564,bldg_02fe491c-90ad-4bdd-9850-6f62b1a29286,0.0,0.0,0.0
1565,bldg_6b51d8ce-4829-4590-8b9b-4ab6f167704a,0.0,0.0,0.0
1566,bldg_2ff30a13-0758-4961-b303-a3852b52d4c1,0.0,0.0,0.0
1567,bldg_e0b9d5b9-2e59-4124-b9e3-3eb34f28e018,0.0,0.0,0.0
1568,bldg_9cb1af05-f96f-4b33-898a-45f1da9bf71b,0.0,0.0,0.0
1569,bldg_525a659b-803b-492d-ac5c-7e54912b80a3,0.0,0.0,0.0
1570,bldg_d3dc19a6-eb3a-4a9e-ac53-cd60286a3035,0.0,0.0,0.0
1571,bldg_db650b03-4eb7-43a9-9eba-b5d5d46e6912,0.0,0.0,0.0
1572,bldg_66e8bf09-5564-4005-b6ee-fe4b34f36630,0.0,0.0,0.0
1573,bldg_adbdad1f-33e7-4da6-8c35-5e1fba6de95c,0.0,0.0,0.0
1574,bldg_92f7ebe4-437e-4b1e-99f7-23b140b8e00c,0.0,0.0,0.0
1575,bldg_c02ba0ec-c7db-4e26-9943-4f4b85d2a20a,0.0,0.0,0.0
1576,bldg_d3ff0dcf-d079-42a1-84b9-2b46ce5c10c3,0.0,0.0,0.0
1577,bldg_32b4f024-fdf2-493b-aa7a-c1a7e5b894a0,0.0,0.0,0.0
1578,bldg_8711485a-8c05-43d6-bca1-f382b31ab83d,0.0,0.0,0.0
1579,bldg_8d1b4556-ff7c-4f60-9af1-ff67c9a92226,0.0,0.0,0.0
1580,bldg_12f96220-b498-45d6-9c97-87081444325d,0.0,0.0,0.0
1581,bldg_1226b5b8-4e9b-434d-9ca1-5b3723aedff9,0.0,0.0,0.0
1582,bldg_56771997-4d20-4c0b-b1b7-a40f7e94a145,0.0,0.0,0.0
1583,bldg_0105520d-c28e-44dd-b04a-74eea9eaf6b0,0.0,0.0,0.0
1584,bldg_442ed89a-66f8-45de-8583-da63cb694f30,0.0,0.0,0.0
1585,bldg_4910560e-1e96-4734-85d2-ac57320a7fc3,0.0,0.0,0.0
1586,bldg_212effd8-ce1b-457b-9d4b-68800b4cdd55,0.0,0.0,0.0
1587,bldg_91e11f1b-b01e-4eec-9aad-ec43c177e6bd,0.0,0.0,0.0
1588,bldg_61ac12a4-0e2d-44a0-a051-44a322d42604,0.0,0.0,0.0
1589,bldg_4773b088-7cd9-41d7-9a10-dbd472af90c1,0.0,0.0,0.0
1590,bldg_685bce27-fc4c-49be-822d-d45f62db6c8a,0.0,0.0,0.0
1591,bldg_ffec23bf-2b14-4802-812d-e26a5f4480d3,0.0,0.0,0.0
1592,bldg_fef76502-1a79-4942-9e1b-51e2e789198b,0.0,0.0,0.0
1593,bldg_7d1a2181-a68b-41f5-bbbe-fd65f70fb639,0.0,0.0,0.0
1594,bldg_1191bf14-099a-4920-a900-6b23acbf44f0,0.0,0.0,0.0
1595,bldg_4f77488c-184f-4e69-854b-bd944de114c6,0.0,0.0,0.0
1596,bldg_fcabac19-7019-469f-acb1-c3e256acf5d7,0.0,0.0,0.0
1597,bldg_2f676f5c-611c-40dc-85b0-84c340b7fe3a,0.0,0.0,0.0
1598,bldg_faf43ef2-a37c-40c9-8f9d-78ae797f00e4,0.0,0.0,0.0
1599,bldg_f9241422-8e67-4cfd-9294-0e00f251ed93,0.0,0.0,0.0
1600,bldg_4395c980-9bdc-4391-9b15-91f752527341,0.0,0.0,0.0
1601,bldg_bff2382c-4de7-4b74-b448-a1298a48b64f,0.0,0.0,0.0
1602,bldg_7dffff4e-097d-4824-8649-abd88de98deb,0.0,0.0,0.0
1603,bldg_bd31c944-aefc-4fea-a522-af65499ff785,0.0,0.0,0.0
1604,bldg_e8cea574-d76c-4f96-bd75-bd3a61fffd4f,0.0,0.0,0.0
1605,bldg_adec8483-71ea-45eb-9453-62e1d1b86005,0.0,0.0,0.0
1606,bldg_de69fe09-e624-4975-80e1-525b645e31fa,0.0,0.0,0.0
1607,bldg_a742d314-9dc6-4b5c-a176-e4ca25207a2f,0.0,0.0,0.0
1608,bldg_ab7e9125-5221-48fa-97ce-5d6ddbffe9f8,0.0,0.0,0.0
1609,bldg_04b9e61f-2880-4b8c-a33b-e145a53fc6f6,0.0,0.0,0.0
1610,bldg_f1e1c589-abb1-47e1-bf6e-da475c12e72d,0.0,0.0,0.0
1611,bldg_974533c3-8799-43ea-88c1-616c4167de3e,0.0,0.0,0.0
1612,bldg_6721778b-fa89-424f-9fc1-88ce3f28fb36,0.0,0.0,0.0
1613,bldg_09bbc6ff-9e1a-467c-9040-8456bc205098,0.0,0.0,0.0
1614,bldg_77c8f295-e70e-42b2-8d95-7fa2bb9b77c8,0.0,0.0,0.0
1615,bldg_60e6859c-cb9e-418d-a112-37063183e00c,0.0,0.0,0.0
1616,bldg_e2c7db9c-d7aa-49e0-8354-ade6e5194898,0.0,0.0,0.0
1617,bldg_9b30ed68-0b1d-4be1-9af6-1921ca035ac2,0.0,0.0,0.0
1618,bldg_5f0da82b-7bbb-4c18-a9a6-e360065e678f,0.0,0.0,0.0
1619,bldg_9a02f8fe-b46b-4934-8396-1d575774e343,0.0,0.0,0.0
1620,bldg_3a7a4788-6f1c-4d8b-91a4-a06f9a9f737d,0.0,0.0,0.0
1621,bldg_5b0dcabc-9246-43ac-a117-c7a25af4c2cf,0.0,0.0,0.0
1622,bldg_f68171f7-88fe-42ca-82d8-28138b95a8a4,0.0,0.0,0.0
1623,bldg_3920ffde-4c56-4086-b0e2-439771cd3c5d,0.0,0.0,0.0
1624,bldg_c1fc57af-3370-46c6-8906-503177dc0176,0.0,0.0,0.0
1625,bldg_5471b0c5-b6c0-455c-b88c-08b7e96c13fb,0.0,0.0,0.0
1626,bldg_463d2986-7d91-4414-88d9-0cea1f074d79,0.0,0.0,0.0
1627,bldg_10998472-588c-4723-83d4-3b2ee9d57dc3,0.0,0.0,0.0
1628,bldg_ad3f13b3-a755-4405-a6de-3a25973cb1d9,0.0,0.0,0.0
1629,bldg_71c7990c-d46e-4041-9ad4-8a178b21f4d4,0.0,0.0,0.0
1630,bldg_76b1f628-f36b-47fb-8219-25a0901462da,0.0,0.0,0.0
1631,bldg_e307d06f-2a4c-476d-8c78-63f700650faf,0.0,0.0,0.0
1632,bldg_202b767c-6df0-491c-8c8d-a1053419007f,0.0,0.0,0.0
1633,bldg_24ed9d41-0746-45db-939a-b2f583f85914,0.0,0.0,0.0
1634,bldg_501df628-4b2a-4aa5-9eb7-3987ee430fca,0.0,0.0,0.0
1635,bldg_87a89a26-ce5f-4f55-a3b2-7a5d04dc8d39,0.0,0.0,0.0
1636,bldg_57d38af7-c450-4958-9a88-523f54abe8fe,0.0,0.0,0.0
1637,bldg_b9585925-bb2e-4043-8a8d-ad41c19423a8,0.0,0.0,0.0
1638,bldg_fffb4bfb-7fa1-4a74-8e85-02d90c9c3abd,0.0,0.0,0.0
1639,bldg_8cc00561-928e-4565-a427-7d48a879f38c,0.0,0.0,0.0
1640,bldg_95ab62b0-2148-438f-8cf6-16edb0a0fee5,0.0,0.0,0.0
1641,bldg_9c1763e1-f0c7-41cc-9313-274997d12d81,0.0,0.0,0.0
1642,bldg_1cfe50ec-e294-4e8b-aa07-69b964145c74,0.0,0.0,0.0
1643,bldg_8bd6eeef-cce1-4a08-bb87-b43e0c67cd39,0.0,0.0,0.0
1644,bldg_d73dc388-26c6-484d-8a2e-081bcfb0b4c0,0.0,0.0,0.0
1645,bldg_350ec28c-3c4c-4aaa-969b-aa23fc63eee7,0.0,0.0,0.0
1646,bldg_0f655215-58b4-4c3f-8eb7-f7f3b25c9463,0.0,0.0,0.0
1647,bldg_5d44e83d-3809-412e-bf37-a355122ad089,0.0,0.0,0.0
1648,bldg_330fda1f-2150-488e-ba74-b1e359667e01,0.0,0.0,0.0
1649,bldg_4c27d1ed-39f4-4cda-ab20-c767367603f4,0.0,0.0,0.0
1650,bldg_5674b6f4-fb30-4ead-a2f7-d17a84236f76,0.0,0.0,0.0
1651,bldg_b9fc4dbf-72d3-4903-9d98-44ff3f023899,0.0,0.0,0.0
1652,bldg_07c4c746-6c94-4b90-a9d9-da07c1eb3293,0.0,0.0,0.0
1653,bldg_f0bb098c-cd92-4b94-8190-e5939424a918,0.0,0.0,0.0
1654,bldg_7dedf8c0-9a30-4cf2-a410-9bca8d63450b,0.0,0.0,0.0
1655,bldg_cf3c5441-7aad-430b-b6bc-679d2a9112aa,0.0,0.0,0.0
1656,bldg_b2d48466-884f-4844-b25f-261fd9a99e61,0.0,0.0,0.0
1657,bldg_766467da-206d-4a67-8848-250b0fbc61e6,0.0,0.0,0.0
1658,bldg_0aa98d57-356e-49a9-965d-cf738d6c10b6,0.0,0.0,0.0
1659,bldg_9c58465a-e774-425c-93c3-225b47786825,0.0,0.0,0.0
1660,bldg_e00fc59c-ed98-4bac-b0d3-1ff28d78c906,0.0,0.0,0.0
1661,bldg_af4c5f20-cebb-4414-920b-fa5d65356b8a,0.0,0.0,0.0
1662,bldg_7842de9c-585c-4dc4-ba9f-a265ae59c61a,0.0,0.0,0.0
1663,bldg_522e6662-de89-4f30-b7b1-8fcc699b0355,0.0,0.0,0.0
1664,bldg_47bffc80-01dc-42c5-b437-d3e9664d7b71,0.0,0.0,0.0
1665,bldg_561afa4c-4308-4ddf-be05-ba3dcf720321,0.0,0.0,0.0
1666,bldg_03966b50-80fc-4d41-a5d1-a8e2cb048743,0.0,0.0,0.0
1667,bldg_9eba1e7a-98a7-4523-9d94-afc990315173,0.0,0.0,0.0
1668,bldg_8a871ada-94b9-4d38-a610-404e92215e33,0.0,0.0,0.0
1669,bldg_7da2cf6f-e18c-474d-accc-4f85dd2f7469,0.0,0.0,0.0
1670,bldg_8daa89db-4130-46b0-8fe9-0573f70b3eee,0.0,0.0,0.0
1671,bldg_fee96570-8a7c-449e-9908-02991dd393be,0.0,0.0,0.0
1672,bldg_3f43d142-ed25-4207-b3d3-b2365e4ecd11,0.0,0.0,0.0
1673,bldg_46d0e261-a508-4893-b5c2-3736b44b7054,0.0,0.0,0.0
1674,bldg_7560093a-b2ec-4aa8-8195-0b86368b65f4,0.0,0.0,0.0
1675,bldg_ea6a2b0d-e352-445b-b41b-e2fb82366a73,0.0,0.0,0.0
1676,bldg_e6a1878f-9b6f-460c-9576-cc76f239d4b7,0.0,0.0,0.0
1677,bldg_df017d1e-6d21-4c34-a112-8859b0885797,0.0,0.0,0.0
1678,bldg_d3e777d7-0d76-484a-8c12-e435bc4b68d5,0.0,0.0,0.0
1679,bldg_a42a43db-ac9b-4a18-b6f3-08f1ac1d1182,0.0,0.0,0.0
1680,bldg_c88cfbac-0e2e-47f9-bff4-357ef6f1a28a,0.0,0.0,0.0
1681,bldg_28888714-ec40-493b-a6cd-63de88242871,0.0,0.0,0.0
1682,bldg_07180de3-9c5b-428b-9991-19a74d06a8ee,0.0,0.0,0.0
1683,bldg_6a6679cc-4b2b-46ac-9473-74f16239103c,0.0,0.0,0.0
1684,bldg_111cf648-3e76-4e9d-9043-f19b8063d59a,0.0,0.0,0.0
1685,bldg_f4ca5355-b805-4fb8-a025-a48734e8f779,0.0,0.0,0.0
1686,bldg_611733f2-75dc-4540-9e68-6bbfe4273725,0.0,0.0,0.0
1687,bldg_fc5ebd90-cb5a-4f30-be77-c4f2ebbff056,0.0,0.0,0.0
1688,bldg_71e692e7-8829-4b29-92be-ee552b534859,0.0,0.0,0.0
1689,bldg_e93ec4b4-50f0-45e3-b117-53e794b02a7e,0.0,0.0,0.0
1690,bldg_478746b8-53dd-471c-8ece-12e2d0800fe4,0.0,0.0,0.0
1691,bldg_6f7f9896-d719-4118-aec8-7fa535e83834,0.0,0.0,0.0
1692,bldg_7afbaca7-954f-49e1-a5d4-00ad8c35e36f,0.0,0.0,0.0
1693,bldg_a440b13e-0b0d-45d7-ab0b-9a4ed99e0586,0.0,0.0,0.0
1694,bldg_ee68a9eb-82e5-4502-a7ed-eeed6df4fdf0,0.0,0.0,0.0
1695,bldg_4c02340c-1dde-4d54-98c7-660ab9111312,0.0,0.0,0.0
1696,bldg_a6a2645a-dd70-43a4-a499-7f16f55a2717,0.0,0.0,0.0
1697,bldg_ed769555-8893-455b-912e-86c8399da344,0.0,0.0,0.0
1698,bldg_c34da453-7f46-42e8-a572-cc3ec016cc67,0.0,0.0,0.0
1699,bldg_d494a764-7ee2-477e-8782-abc63015ab0f,0.0,0.0,0.0
1700,bldg_ca9f723c-c766-41f1-949f-b2a297efe50b,0.0,0.0,0.0
1701,bldg_13c7dd6d-3a21-4d65-8b2e-0a92bf99afa9,0.0,0.0,0.0
1702,bldg_e962153f-1e13-4c50-be9e-ad8b95120c1e,0.0,0.0,0.0
1703,bldg_7879c525-efa8-4912-844a-03e345e7cd9f,0.0,0.0,0.0
1704,bldg_8876010f-9c55-4481-a297-a0a047f7f5ee,0.0,0.0,0.0
1705,bldg_b50df789-0e30-4000-a1cd-041b8b86f2ea,0.0,0.0,0.0
1706,bldg_8f024817-2e59-444e-98aa-a79a7c2026eb,0.0,0.0,0.0
1707,bldg_912a9f25-f8ad-4812-a87e-3e1d2225e59e,0.0,0.0,0.0
1708,bldg_1f36de99-eb7c-4041-9715-7488ca2c8399,0.0,0.0,0.0
1709,bldg_a6864cd0-1e0a-4830-aff5-f1de537971f7,0.0,0.0,0.0
1710,bldg_edde0464-6cd6-4ad9-9d31-348b9d0cae8b,0.0,0.0,0.0
1711,bldg_6fa733a1-3fd7-44d4-ad0c-2911716d779b,0.0,0.0,0.0
1712,bldg_b0d4dd0f-8aa4-4286-a6de-e1253ac0ace8,0.0,0.0,0.0
1713,bldg_1f689ef2-6714-4803-b602-4dfb65d88ce5,0.0,0.0,0.0
1714,bldg_bb6608f1-ad30-4d40-889b-f1bac9ac0ef9,0.0,0.0,0.0
1715,bldg_adb9e1d6-5b01-4a25-80fc-a69f12348210,0.0,0.0,0.0
1716,bldg_506ff29b-c4d2-472d-8f2a-54686bbf4558,0.0,0.0,0.0
1717,bldg_739b2b50-5976-4916-8f52-02c88d7cb35e,0.0,0.0,0.0
1718,bldg_fae1a2db-9629-4825-b7c3-5f2d67dd05b3,0.0,0.0,0.0
1719,bldg_d3c81b7a-69ff-4961-85df-c3fba762f6a0,0.0,0.0,0.0
1720,bldg_3e9416bf-c745-4b3b-aa0b-13d4b330f16b,0.0,0.0,0.0
1721,bldg_b5f8c9d5-3762-4fc3-9280-67a39ac3808f,0.0,0.0,0.0
1722,bldg_7772a973-2e0a-4db4-a7d2-f8dfd3869e76,0.0,0.0,0.0
1723,bldg_b5c1821a-acdc-47c6-a107-09592fc3aa73,0.0,0.0,0.0
1724,bldg_9fc3ee49-897b-4280-ae71-5ba2c970b52f,0.0,0.0,0.0
1725,bldg_1c2057d4-bc72-4d60-95e8-aa833cbe6b5f,0.0,0.0,0.0
1726,bldg_a5dab1ed-bb8e-4e51-9f85-f674fb9663f2,0.0,0.0,0.0
1727,bldg_257a2baf-4df4-4088-978e-9a9e124cd485,0.0,0.0,0.0
1728,bldg_e57a49e9-3278-4eff-bf21-5415614c1f2a,0.0,0.0,0.0
1729,bldg_ab02ceb0-1b60-4c9b-8722-ba7e40f07734,0.0,0.0,0.0
1730,bldg_5f55b2e6-738e-4dea-a81e-1890b7f341bc,0.0,0.0,0.0
