,bldg_Building_gml_id,value_building_per_sqare_meter,value_indoor_movable_property,floor_height,value_building,value_building_Above,value_building_Below,value_contents_Above,value_contents_Below,value_contents
75,bldg_05a9cf08-2b59-4848-bd9b-dcccf5350e60,20000,0,2.991299999994226,712878.077003862,0.0,0.0,0.0,0.0,0.0
76,bldg_fc98f9d7-23cd-4a09-9a31-85d115d5c560,20000,0,2.464350000002014,8951692.855330078,0.0,0.0,0.0,0.0,0.0
77,bldg_288e121d-273b-453a-9351-31df6a574e32,20000,0,2.9873500000030617,4569447.3639080385,0.0,0.0,0.0,0.0,0.0
78,bldg_e885263d-032f-4419-a5ac-f00aac1021c8,20000,0,3.70329999999376,2995998.0149416425,0.0,0.0,0.0,0.0,0.0
79,bldg_a770f3e9-f6a0-45a9-9e78-d34c6e9ba248,20000,0,3.0,1300467.000072,0.0,0.0,0.0,0.0,0.0
80,bldg_36b8d5e2-99e9-4f37-8baa-b3b5afd9d123,20000,0,2.960800000000745,540779.000156,0.0,0.0,0.0,0.0,0.0
81,bldg_d7db5612-4caa-42c9-b6ff-f68e9e23f62c,20000,0,2.8329999999987194,1037168.9999599999,0.0,0.0,0.0,0.0,0.0
82,bldg_bd1f1c65-98e8-4d5d-a59e-6cfb745e7087,20000,0,2.5600999999878695,534319.000112,0.0,0.0,0.0,0.0,0.0
83,bldg_6da8b251-058a-418f-a360-00c81b8fa8b9,20000,0,3.427850000000035,3878649.1398185766,0.0,0.0,0.0,0.0,0.0
84,bldg_b795c7a4-4e58-4031-ab17-b2c04e585e23,20000,0,3.0,578934.000506,0.0,0.0,0.0,0.0,0.0
85,bldg_c0e05f87-c8af-4030-8282-ce9ffd1d3bc0,20000,0,2.7637499999982538,7521937.999919999,0.0,0.0,0.0,0.0,0.0
86,bldg_99e56658-5d45-4d6a-a44e-fd739a987f98,20000,0,3.5310999999928754,1920359.00005,0.0,0.0,0.0,0.0,0.0
87,bldg_82f8d9e0-a635-4083-a165-8261f33f2abd,20000,0,3.0,274566.5223768427,0.0,0.0,0.0,0.0,0.0
88,bldg_486bfa1f-d46c-44c2-9603-b6a695a9e6e3,20000,0,3.0,270511.99976,0.0,0.0,0.0,0.0,0.0
89,bldg_eb9fb8be-c806-4dcd-b9c2-1b1e0062c03e,20000,0,2.9746999999915715,983527.999802,0.0,0.0,0.0,0.0,0.0
90,bldg_42265d19-cd91-4836-87d9-cd06dee785d7,20000,0,1.5011000000013155,2748446.00074,0.0,0.0,0.0,0.0,0.0
91,bldg_df871ae5-a532-4a4b-a7a8-0a0f3e17992a,20000,0,2.8822000000072876,149423.9999076,0.0,0.0,0.0,0.0,0.0
92,bldg_13a0eaef-9ff3-4db1-8e6f-e6edad04a705,20000,0,1.9993000000031316,7245405.99984,0.0,0.0,0.0,0.0,0.0
93,bldg_153323c0-fe90-4584-83b7-629d56bc4d13,20000,0,2.8796000000002095,1203458.699072435,0.0,0.0,0.0,0.0,0.0
94,bldg_c2c782b6-97a4-46f6-856b-80c34dfff399,20000,0,2.687000000005355,969308.000314,0.0,0.0,0.0,0.0,0.0
95,bldg_6303d2b9-e6c4-4f62-a06c-61a4aa47b420,20000,0,4.3598000000056345,4168619.0895519373,0.0,0.0,0.0,0.0,0.0
96,bldg_e15dbcf1-07d4-471f-96b8-1bb7f4249379,20000,0,3.0,613837.999982,0.0,0.0,0.0,0.0,0.0
97,bldg_317e7977-a2c4-4c68-8a7e-b632ade01690,20000,0,4.762700000006589,3884996.99998,0.0,0.0,0.0,0.0,0.0
98,bldg_e0282006-ff68-4921-9826-13bec3fc53d9,20000,0,1.2260499999974854,10374729.99892,0.0,0.0,0.0,0.0,0.0
99,bldg_0cd99ea7-7dd7-4730-b66a-55723e4c04a0,20000,0,3.0,2673328.8405569657,0.0,0.0,0.0,0.0,0.0
100,bldg_3c857f98-d929-49ee-b076-705de4066225,20000,0,3.0,219799.000032,0.0,0.0,0.0,0.0,0.0
101,bldg_dffb7ed5-c61b-45d9-bdae-7a6411e69d43,20000,0,3.021099999998114,7576808.00072,0.0,0.0,0.0,0.0,0.0
102,bldg_f30a613f-000c-4ba5-a91d-6a56f31fd371,20000,0,3.511899999997695,2200174.99968,0.0,0.0,0.0,0.0,0.0
103,bldg_a1c2faa8-e78d-47af-bee4-538c0f4a0ece,20000,0,1.3100500000000466,11694147.999480002,0.0,0.0,0.0,0.0,0.0
104,bldg_1a0a6897-c6e0-4eb7-9a63-9b33e10801e8,20000,0,3.137799999996787,5009681.354650403,0.0,0.0,0.0,0.0,0.0
105,bldg_fc354f1a-1bf8-4348-8f63-94d433741262,20000,0,1.5,6051839.99924,0.0,0.0,0.0,0.0,0.0
106,bldg_0a299978-52bc-4064-8388-de377cb178ae,20000,0,2.536099999997532,717763.0002479999,0.0,0.0,0.0,0.0,0.0
107,bldg_02c4f57b-9c35-4d57-8c3c-fb2aa444e5e5,20000,0,2.9237500000017462,14625278.620619938,0.0,0.0,0.0,0.0,0.0
108,bldg_89348710-e4df-486e-9384-98431391312f,20000,0,2.062100000002829,6577017.999,0.0,0.0,0.0,0.0,0.0
109,bldg_0b7ca919-0944-4fcc-8bf2-ce333c29c5e0,20000,0,1.1576500000010128,10590705.999720002,0.0,0.0,0.0,0.0,0.0
110,bldg_5286f223-440f-44a2-bbb3-25e9d1135381,20000,0,3.3901000000041677,5617446.207529798,0.0,0.0,0.0,0.0,0.0
111,bldg_b419f5f6-898d-491e-ae0f-3f45ffb0bc7e,20000,0,2.879000000000815,1231590.000208,0.0,0.0,0.0,0.0,0.0
112,bldg_9b1ef10f-b0e7-4318-8aa3-761aa7a9eaaf,20000,0,2.6520999999920605,286617.4295715545,0.0,0.0,0.0,0.0,0.0
113,bldg_78f075da-9acc-4ee9-98e0-7553cb7c14b9,20000,0,3.805899999992107,3642506.058913902,0.0,0.0,0.0,0.0,0.0
114,bldg_51f1b0bc-0f01-4a8f-9261-bfa9f9ea285e,20000,0,3.481899999998859,1103003.999784,0.0,0.0,0.0,0.0,0.0
115,bldg_38d80b95-04be-4985-8b53-9560e4ec5330,20000,0,2.9046999999991385,5880049.998240001,0.0,0.0,0.0,0.0,0.0
116,bldg_86bca6b3-1518-49e7-b56e-49e34adbda5c,20000,0,1.3220000000001164,2424296.00092,0.0,0.0,0.0,0.0,0.0
117,bldg_1b0b7ecd-7e91-468d-8480-c986ead6bb8e,20000,0,2.3202499999970314,7952440.00036,0.0,0.0,0.0,0.0,0.0
118,bldg_45490bea-defd-405a-b57b-06a6cba579ca,20000,0,3.801900000005844,6594266.476008245,0.0,0.0,0.0,0.0,0.0
119,bldg_c50cd3e8-490a-4ca5-ad83-a92e710aeade,20000,0,1.4243999999962398,3680472.0000600005,0.0,0.0,0.0,0.0,0.0
120,bldg_e0b97fba-d5fd-49fd-89df-13b6cd39a871,20000,0,3.0,526111.8728412664,0.0,0.0,0.0,0.0,0.0
121,bldg_a8f83f05-29ac-449b-b38e-d8b9cfc252c5,20000,0,1.7016499999954249,3742710.0001600003,0.0,0.0,0.0,0.0,0.0
122,bldg_2e9f6dfa-229e-4d15-9db8-05e93b3acbf2,20000,0,3.686199999996461,2664928.0005200002,0.0,0.0,0.0,0.0,0.0
123,bldg_b6b9b0fd-be60-4006-a18a-9c45df274838,20000,0,2.5547000000078697,388779.7137077615,0.0,0.0,0.0,0.0,0.0
124,bldg_84a6dde5-9c9f-4430-8a11-c546a6463701,20000,0,3.0,396183.99960399995,0.0,0.0,0.0,0.0,0.0
125,bldg_4c3e95b3-4f96-4ce7-a03b-f9574ee5328c,20000,0,1.9449000000022352,2474456.00038,0.0,0.0,0.0,0.0,0.0
126,bldg_5fa2f029-0637-486d-97dd-00f0b0b46336,20000,0,3.614499999996042,391935.000146,0.0,0.0,0.0,0.0,0.0
127,bldg_95abe9d7-3df2-4f6e-9561-1d7bdd14181a,20000,0,3.3793000000005122,3231651.1248061596,0.0,0.0,0.0,0.0,0.0
128,bldg_857dbb38-d088-452f-be9b-c094427f00ac,20000,0,1.623700000003737,20186056.001199998,0.0,0.0,0.0,0.0,0.0
129,bldg_b7e6a2fb-7090-46ac-a7a5-4e1179363a4d,20000,0,1.4958000000042375,3643972.00026,0.0,0.0,0.0,0.0,0.0
130,bldg_c449ea0e-4eeb-480c-af4b-c5a8972153d2,20000,0,3.6775999999954365,1440250.0001440002,0.0,0.0,0.0,0.0,0.0
131,bldg_04a6b1fe-daa0-455f-a0c1-50abd3dcef8a,20000,0,3.0,543676.0870922304,0.0,0.0,0.0,0.0,0.0
132,bldg_d36c4ce0-68e2-4bc7-ab76-71088f878a73,20000,0,3.036500000001979,3125557.0002,0.0,0.0,0.0,0.0,0.0
133,bldg_1efe0c35-5bf2-4b8f-8bbf-34b8cb29c572,20000,0,2.9012000000075204,3062365.5048163063,0.0,0.0,0.0,0.0,0.0
134,bldg_0185d708-3313-46e5-b8e2-36401f82ced3,20000,0,3.7427999999927124,3013051.99958,0.0,0.0,0.0,0.0,0.0
135,bldg_5b2ffd3b-8c62-4d61-b32e-f4cb252f8c55,20000,0,4.853399999992689,3802410.9996800004,0.0,0.0,0.0,0.0,0.0
136,bldg_03b1ec46-e6b7-4cde-b89c-252fa21481b8,20000,0,3.0,99011.9999936,0.0,0.0,0.0,0.0,0.0
137,bldg_519cfa1c-a35c-4f07-a1af-a8d34af4a995,20000,0,3.6785999999992782,1281039.0000780001,0.0,0.0,0.0,0.0,0.0
138,bldg_62e24f2c-dd9f-45da-b15e-5f676a513403,20000,0,1.5596499999955995,4714798.00024,0.0,0.0,0.0,0.0,0.0
139,bldg_9df69d10-0965-4b45-b95e-ab682706e893,20000,0,3.1970000000001164,1249419.999818,0.0,0.0,0.0,0.0,0.0
140,bldg_76eb95fa-90fe-4d16-af2c-f56143580b14,20000,0,4.9443000000028405,4725654.00012,0.0,0.0,0.0,0.0,0.0
141,bldg_35c3b431-6f67-41e6-a27f-9e7c628cacc1,20000,0,3.36315000000468,4961481.238081759,0.0,0.0,0.0,0.0,0.0
142,bldg_a6a5026e-26c2-4af6-82df-99ab478e8837,20000,0,2.7740000000048894,256588.00016,0.0,0.0,0.0,0.0,0.0
143,bldg_acaefb6f-308e-449b-9f9d-5153743bb00b,20000,0,3.483200000002398,2653499.0004999996,0.0,0.0,0.0,0.0,0.0
144,bldg_89cb0461-4bae-4b92-986c-e3fe911f0f4a,20000,0,3.762700000006589,2705784.4734450206,0.0,0.0,0.0,0.0,0.0
145,bldg_c51719f0-d1e4-489d-8606-fe5471421b16,20000,0,3.0,594054.25860085,0.0,0.0,0.0,0.0,0.0
146,bldg_8fa44412-2f00-4f2c-9abf-0e251e1ab798,20000,0,1.4048499999989872,6423723.99928,0.0,0.0,0.0,0.0,0.0
147,bldg_982b8daa-f09f-4e44-965f-f1d5dc49bcdc,20000,0,3.5467999999964377,531668.00015,0.0,0.0,0.0,0.0,0.0
148,bldg_6aed8b3c-ad72-453e-a68f-73747e77fbe3,20000,0,3.5438500000018394,4891048.000519999,0.0,0.0,0.0,0.0,0.0
149,bldg_830416ff-e935-418d-8ca3-f8f9101607da,20000,0,3.3209499999939,4816977.192895152,0.0,0.0,0.0,0.0,0.0
150,bldg_0ac7e7ab-021c-47a8-90e2-b151ec144b63,20000,0,1.7587500000008731,7400065.99996,0.0,0.0,0.0,0.0,0.0
151,bldg_cac36817-eab3-4a7c-bec0-80c4fbb8b15a,20000,0,1.7876000000032946,7614018.0004,0.0,0.0,0.0,0.0,0.0
152,bldg_53d0ddb2-10b4-4984-9c79-9b0f13d7da88,20000,0,2.284700000003795,4890861.08678004,0.0,0.0,0.0,0.0,0.0
153,bldg_beb53395-d684-4d8b-8d18-744b3b6f8b9f,20000,0,3.0019000000029337,3257986.4821884376,0.0,0.0,0.0,0.0,0.0
154,bldg_85a00529-acda-48d1-a464-f6295475ccba,20000,0,3.7333999999973457,1950747.999748,0.0,0.0,0.0,0.0,0.0
155,bldg_0f8f6fe1-fdbc-4914-99ea-876ff959ee21,20000,0,5.110100000005332,1526811.9997299998,0.0,0.0,0.0,0.0,0.0
156,bldg_eaeea370-d5d4-460e-a5b4-5c59fd32089f,20000,0,2.603400000007241,1184975.00014,0.0,0.0,0.0,0.0,0.0
157,bldg_da98e645-a635-43fe-87a8-bdf48fe03c6a,20000,0,2.6810000000114087,828277.9999439999,0.0,0.0,0.0,0.0,0.0
158,bldg_d4280ada-d5c8-406b-a669-9fca43f51e74,20000,0,3.0,671453.6396072181,0.0,0.0,0.0,0.0,0.0
159,bldg_75ab64be-2ec6-434c-9daa-885225eed424,20000,0,2.95339999999851,2314302.5125770145,0.0,0.0,0.0,0.0,0.0
160,bldg_4e64815c-52de-4d30-9846-c39ee22a48ba,20000,0,3.0,578934.000506,0.0,0.0,0.0,0.0,0.0
161,bldg_fcb9d90c-5d60-4142-a885-881aacf09c39,20000,0,3.0,828862.999858,0.0,0.0,0.0,0.0,0.0
162,bldg_6834fc8b-ebe9-4ca9-97f4-5db4c46c8b59,20000,0,3.4226500000004307,4123776.166169426,0.0,0.0,0.0,0.0,0.0
163,bldg_9b08c92b-93d3-4750-910d-9d32c804102f,20000,0,3.0,396106.95271172945,0.0,0.0,0.0,0.0,0.0
164,bldg_f96bb1b1-e528-42f5-b130-ce0b0a1d4548,20000,0,1.4755500000028405,2232228.00076,0.0,0.0,0.0,0.0,0.0
165,bldg_c6f1a1c3-43e7-4dd0-99e8-24fd721ebcbc,20000,0,3.9824999999982538,1611183.99992,0.0,0.0,0.0,0.0,0.0
166,bldg_e278a40b-c9a6-4482-8b99-19c85a67f1e6,20000,0,1.4512500000055297,2919311.99974,0.0,0.0,0.0,0.0,0.0
167,bldg_fbc28932-d13c-4a20-ac97-fea6a064e8eb,20000,0,1.6794499999959953,6328022.000879999,0.0,0.0,0.0,0.0,0.0
168,bldg_382e1d88-2bfa-4327-aff4-cedfb9d57f8c,20000,0,3.402700000006007,1435356.0002340002,0.0,0.0,0.0,0.0,0.0
169,bldg_df356231-a7fa-4f5b-ad91-a59a90e66fe1,20000,0,2.7466000000131316,268833.00032600004,0.0,0.0,0.0,0.0,0.0
170,bldg_00865887-705a-4d9c-ae0b-eedc0ab5dd6e,20000,0,2.685399999987567,1490460.00021,0.0,0.0,0.0,0.0,0.0
171,bldg_64fb5ff4-1309-4ec3-be3d-a1dd5bad9af6,20000,0,2.937099999995553,1447851.99994,0.0,0.0,0.0,0.0,0.0
172,bldg_d23fa293-2605-4595-ba1a-74c1eada3e29,20000,0,4.367599999997765,1469044.999846,0.0,0.0,0.0,0.0,0.0
173,bldg_99b83183-5d3b-4060-8e24-b287eaef6b91,20000,0,3.4336499999990338,3514444.7186211464,0.0,0.0,0.0,0.0,0.0
174,bldg_34806904-06fa-4f9d-affc-658ceee70eb1,20000,0,2.1416000000026543,6629247.99752,0.0,0.0,0.0,0.0,0.0
175,bldg_cdc058a3-2e3c-4168-af1d-06061bd2a79f,20000,0,7.076900000000023,1639867.999704,0.0,0.0,0.0,0.0,0.0
176,bldg_53e73715-59e6-4245-a8d7-2e95afe84012,20000,0,3.0681000000040513,475657.8934438512,0.0,0.0,0.0,0.0,0.0
177,bldg_ed01881d-310e-4457-926a-5c9a61a08737,20000,0,3.286099999997532,3300583.00048,0.0,0.0,0.0,0.0,0.0
178,bldg_a34d2806-271a-404b-8540-8864182dadc3,20000,0,5.276500000007218,5169221.00062,0.0,0.0,0.0,0.0,0.0
179,bldg_2352bccf-ec72-4251-8a1a-8e07f53dd8c6,20000,0,3.1673999999984517,5265535.70133716,0.0,0.0,0.0,0.0,0.0
180,bldg_ee4c905a-6cde-404f-92a0-5ed6bcd59af4,20000,0,2.947999999989406,674378.000176,0.0,0.0,0.0,0.0,0.0
181,bldg_6145a55c-ff13-46ab-855b-dc330ca30421,20000,0,1.2241500000018277,7110143.99948,0.0,0.0,0.0,0.0,0.0
182,bldg_60b7fc8a-71a4-4e1d-8817-06fafe3eab0b,20000,0,1.5,4157056.0008400003,0.0,0.0,0.0,0.0,0.0
183,bldg_1c000431-a1d0-467b-9431-30369a5b9d50,20000,0,3.0,776035.999866,0.0,0.0,0.0,0.0,0.0
184,bldg_ce8101bc-a429-46fc-94f2-56acf2907ecc,20000,0,3.0,667173.000506,0.0,0.0,0.0,0.0,0.0
185,bldg_4509915c-cf2f-48ea-97d9-efba8a3423ab,20000,0,3.5877999999938766,2720531.248959374,0.0,0.0,0.0,0.0,0.0
