,bldg_Building_gml_id,value_building_per_sqare_meter,value_indoor_movable_property,floor_height,value_building,value_building_Above,value_building_Below,value_contents_Above,value_contents_Below,value_contents
4880,bldg_f78e4507-72c1-4144-a5d9-77d31cc0c47a,20000,0,3.0,464231.0747318867,0.0,0.0,0.0,0.0,0.0
4881,bldg_c5994ae4-1ad3-4c47-a73a-12e364c6caf3,20000,0,3.0,1738972.1570832967,0.0,0.0,0.0,0.0,0.0
4882,bldg_0b4b812a-7329-4044-af04-c877538ed70f,20000,0,3.0,1205922.607205938,0.0,0.0,0.0,0.0,0.0
4883,bldg_d463bc3d-d6c8-4f8c-8d8b-7d8f8e9cd5b8,20000,0,3.1146999999909895,5125376.054562657,0.0,0.0,0.0,0.0,0.0
4884,bldg_c4a75cc9-b3a4-4d06-90e4-cf587c55ebf3,20000,0,1.6132500000021537,7275546.000399999,0.0,0.0,0.0,0.0,0.0
4885,bldg_75192e31-5be4-4ca6-b161-a991b585918a,20000,0,3.0,758737.0815306342,0.0,0.0,0.0,0.0,0.0
4886,bldg_a09680a4-19d6-4501-9b6a-b84337f080fe,20000,0,2.650999999998021,1399999.0142315296,0.0,0.0,0.0,0.0,0.0
4887,bldg_73d49f7a-f0e7-4d83-b70a-c19b71015990,20000,0,3.0,355772.999868,0.0,0.0,0.0,0.0,0.0
4888,bldg_b67dfd98-151f-48c2-b2f1-79f3ccc34c90,20000,0,2.799699999988661,1486939.0243369364,0.0,0.0,0.0,0.0,0.0
4889,bldg_87c613e6-3c87-4e8a-9b94-b16a486a5d4c,20000,0,2.614900000000489,343063.2264924931,0.0,0.0,0.0,0.0,0.0
4890,bldg_04934af0-0f4f-46e0-9ff0-0f59b9f5f450,20000,0,3.1323499999998603,7661357.9994,0.0,0.0,0.0,0.0,0.0
4891,bldg_e8b2aba4-2fc5-4f7e-bf93-42038018fcee,20000,0,3.249599999995553,4568412.38736168,0.0,0.0,0.0,0.0,0.0
4892,bldg_7a017a46-8d9a-447f-93cb-945819dab4c5,20000,0,2.8400000000037835,8411694.00064,0.0,0.0,0.0,0.0,0.0
4893,bldg_b38bc309-bffe-406d-9d2c-06c2a3f19e2e,20000,0,1.5,1711328.000068,0.0,0.0,0.0,0.0,0.0
4894,bldg_f2833682-bbed-4176-acff-de9ad0e34429,20000,0,3.3105000000068685,3022160.00018,0.0,0.0,0.0,0.0,0.0
4895,bldg_1f518c2b-342e-4477-a5d9-f6cbe448ee5f,20000,0,1.6595499999966705,7623313.99992,0.0,0.0,0.0,0.0,0.0
4896,bldg_b2bbd1ed-e124-496e-b8ae-71f9facc7b5e,20000,0,3.270199999999022,8813272.000319999,0.0,0.0,0.0,0.0,0.0
4897,bldg_330497ba-ff86-4ea0-a567-3c9b0e7066a4,20000,0,1.5,5894469.99948,0.0,0.0,0.0,0.0,0.0
4898,bldg_fcbb6e7f-d553-4f97-9b5f-02bc06c73590,20000,0,6.024600000004284,1968772.99962,0.0,0.0,0.0,0.0,0.0
4899,bldg_2a2ffd52-6298-4c01-92bd-c8f3d534af29,20000,0,1.0277999999962049,13066703.99888,0.0,0.0,0.0,0.0,0.0
4900,bldg_295760bf-efb7-4d39-a67d-0fc265a0cda2,20000,0,2.3937500000029104,7383603.076929746,0.0,0.0,0.0,0.0,0.0
4901,bldg_6f9e5deb-6b38-46f7-898e-376df0a32170,20000,0,3.0,1236513.7071654522,0.0,0.0,0.0,0.0,0.0
4902,bldg_bf27f043-a0b6-4071-ba1b-ee81e9cabd79,20000,0,6.050099999993108,1824590.9999560001,0.0,0.0,0.0,0.0,0.0
4903,bldg_60366bf0-d154-45dd-a7d0-4e7d829ebebf,20000,0,3.0,254075.00021600001,0.0,0.0,0.0,0.0,0.0
4904,bldg_4ce51cc6-f0f6-4c34-9f32-6d764e797d7e,20000,0,1.8623499999957858,5636906.00068,0.0,0.0,0.0,0.0,0.0
4905,bldg_de6a9fca-fd4c-408c-8c96-ea950be9698a,20000,0,2.753100000001723,724156.999982,0.0,0.0,0.0,0.0,0.0
4906,bldg_3a1108c4-7b25-40cc-8293-0f1e92cdfcd6,20000,0,3.107799999997951,1245209.0196518346,0.0,0.0,0.0,0.0,0.0
4907,bldg_217748d0-f403-4ad6-87b2-d6a01294db73,20000,0,3.3531000000075437,4745852.115359994,0.0,0.0,0.0,0.0,0.0
4908,bldg_68dad9cd-5da3-4c42-9706-0da8b4a97024,20000,0,2.548300000009476,747658.670943605,0.0,0.0,0.0,0.0,0.0
4909,bldg_1c1811fa-cc6e-46bf-80d8-965b3f1a65a7,20000,0,2.6089500000016415,22126129.730868086,0.0,0.0,0.0,0.0,0.0
4910,bldg_517f9ed9-2055-43a1-8bbe-0b3aa5320cca,20000,0,1.5,1186377.999476,0.0,0.0,0.0,0.0,0.0
4911,bldg_ded6f607-f39c-45b2-863f-c77afe2404cc,20000,0,2.055099999997765,4509392.00004,0.0,0.0,0.0,0.0,0.0
4912,bldg_48c300fc-b7a4-47c8-894f-7390c8530bb3,20000,0,3.142200000002049,1101439.2899637225,0.0,0.0,0.0,0.0,0.0
4913,bldg_7428f8fb-cc6b-4a21-81c8-8798138300c8,20000,0,1.45734999999695,8283159.999240001,0.0,0.0,0.0,0.0,0.0
4914,bldg_e9bcac39-edfb-4ef3-b568-9b2a96e82ad1,20000,0,2.512799999996787,6338427.422905094,0.0,0.0,0.0,0.0,0.0
4915,bldg_722fb074-7ce6-468f-8fd4-4d5ee8d2c8b0,20000,0,3.0,1367900.0000600002,0.0,0.0,0.0,0.0,0.0
4916,bldg_d154598c-90aa-4bbe-b505-435ef27ab4d4,20000,0,2.6630000000004657,5150888.214546479,0.0,0.0,0.0,0.0,0.0
4917,bldg_24ef410e-21d6-4b1c-bb5b-685315caad4e,20000,0,1.5015000000057626,7671359.99936,0.0,0.0,0.0,0.0,0.0
4918,bldg_3d7016d3-9cfb-459b-9d12-93bc9171a56b,20000,0,3.577000000004773,1981231.000438,0.0,0.0,0.0,0.0,0.0
4919,bldg_f28505cc-deb6-4ac1-b5a2-e9615fb946e4,20000,0,3.695899999991525,3885873.99958,0.0,0.0,0.0,0.0,0.0
4920,bldg_f12e4e83-0bd0-4430-a9c2-f15b3ca1e6ec,20000,0,3.0,276714.00007,0.0,0.0,0.0,0.0,0.0
4921,bldg_4f14290b-82fc-4c02-bf70-1f7b4b7283a4,20000,0,3.5797999999922467,1601464.000256,0.0,0.0,0.0,0.0,0.0
4922,bldg_9993d098-bf5f-4462-a998-437394d0c78b,20000,0,5.590500000005704,517667.999664,0.0,0.0,0.0,0.0,0.0
4923,bldg_c655d86f-35f4-4aec-afd4-6949cb049228,20000,0,3.0,1691655.3396252948,0.0,0.0,0.0,0.0,0.0
4924,bldg_b9b32509-96b9-4611-8517-c6a9e91eaffb,20000,0,4.179400000008172,2452531.00034,0.0,0.0,0.0,0.0,0.0
4925,bldg_117cd23b-9ed9-4392-abc8-d7b5dda18820,20000,0,2.8110000000015134,1507626.000154,0.0,0.0,0.0,0.0,0.0
4926,bldg_12d4ba8e-0181-4d33-9d16-b9b083ca894e,20000,0,2.1362000000008265,6402236.000960001,0.0,0.0,0.0,0.0,0.0
4927,bldg_ea84eb8d-c8f2-47a5-83b2-fa143a60df9b,20000,0,3.919099999999162,2596575.00084,0.0,0.0,0.0,0.0,0.0
4928,bldg_e5606e1a-93e1-4166-a4b6-b92e1defdb3b,20000,0,3.0,233933.89627267208,0.0,0.0,0.0,0.0,0.0
4929,bldg_8e484fa6-dd37-4831-ac8e-27c45b8b3bfd,20000,0,1.3480999999956111,5643866.00072,0.0,0.0,0.0,0.0,0.0
4930,bldg_bafce61f-31c7-4ace-90fb-17de870d4914,20000,0,1.7155500000008033,2786621.9995199996,0.0,0.0,0.0,0.0,0.0
4931,bldg_7a27128b-f365-43c8-ad28-0ae20d6e593a,20000,0,1.5,7671359.99936,0.0,0.0,0.0,0.0,0.0
4932,bldg_492641e3-91ae-49e3-9f51-a90dfd6d4b17,20000,0,1.738999999994121,4225607.99924,0.0,0.0,0.0,0.0,0.0
4933,bldg_71d4fc37-d084-4b5b-bc26-7bc6db6092d9,20000,0,2.557300000000396,4685982.00112,0.0,0.0,0.0,0.0,0.0
4934,bldg_6686be96-e875-48a6-968f-62dbf761cf4c,20000,0,4.707800000003772,3800792.99934,0.0,0.0,0.0,0.0,0.0
4935,bldg_53a4dec0-325e-49de-bb86-936ae471442a,20000,0,2.8575999999884516,4084641.99972,0.0,0.0,0.0,0.0,0.0
4936,bldg_b2e195bc-b0bf-49a4-9ca6-04286a1b87fc,20000,0,2.986700000001292,2216767.99994,0.0,0.0,0.0,0.0,0.0
4937,bldg_04a67de4-fa4a-466c-ae48-4745970ed62f,20000,0,2.35120000000461,11362457.624109898,0.0,0.0,0.0,0.0,0.0
4938,bldg_665b47ea-4116-41a7-879b-fe353a5de5e2,20000,0,2.873300000006566,585265.99958,0.0,0.0,0.0,0.0,0.0
4939,bldg_1b5d68ea-53df-4f9c-9513-18851315be70,20000,0,3.0,127675.25696538486,0.0,0.0,0.0,0.0,0.0
4940,bldg_35a2c870-12f1-47b8-89c8-45613ecec20d,20000,0,1.3646999999982654,7275546.000399999,0.0,0.0,0.0,0.0,0.0
4941,bldg_8b79901a-b239-4fec-9c7b-6e5ada185cf6,20000,0,1.5,1671747.9986839998,0.0,0.0,0.0,0.0,0.0
4942,bldg_bbd97eae-92c2-4b8e-8020-5d27600c1fcb,20000,0,3.723599999997532,1673205.0000039998,0.0,0.0,0.0,0.0,0.0
4943,bldg_0663f39d-7302-4dd4-94c0-4a5acc9dfea0,20000,0,3.791400000001886,2894524.99968,0.0,0.0,0.0,0.0,0.0
4944,bldg_b1b7d4d6-c0e8-41b2-8d4a-fbdab9ce7b9f,20000,0,3.50099999998929,1784055.8058374822,0.0,0.0,0.0,0.0,0.0
4945,bldg_7a75386a-cfd6-4216-8246-000a3d20bf0d,20000,0,1.5,7130101.999559999,0.0,0.0,0.0,0.0,0.0
4946,bldg_053dbde5-43d6-4646-9d57-399e5626e184,20000,0,3.0,958061.999656,0.0,0.0,0.0,0.0,0.0
4947,bldg_c55b8e18-e01f-4126-af14-1bd9168a3cc1,20000,0,3.0,4084641.99972,0.0,0.0,0.0,0.0,0.0
4948,bldg_ef81d6d1-6eba-4e11-a06f-a90f30c4388b,20000,0,3.471900000004098,4333136.645537899,0.0,0.0,0.0,0.0,0.0
4949,bldg_bca3f5a2-eb88-4be6-ba48-393c0fad153b,20000,0,3.0,260545.47303415101,0.0,0.0,0.0,0.0,0.0
4950,bldg_88838dfd-d48e-4fcc-96bf-76b3b02978c5,20000,0,5.2728000000061,2876548.0002200003,0.0,0.0,0.0,0.0,0.0
4951,bldg_51362dff-d054-472b-84d3-ff68ce0a6afc,20000,0,1.529050000004645,1136200.000372,0.0,0.0,0.0,0.0,0.0
4952,bldg_d964319b-0046-4732-a8f9-7686f0b1dbc2,20000,0,2.880199999999604,381389.5089810192,0.0,0.0,0.0,0.0,0.0
4953,bldg_4abce49d-bb23-4307-9d06-8d6a37539ec6,20000,0,1.4147999999986496,1724192.000252,0.0,0.0,0.0,0.0,0.0
4954,bldg_a3bc89c3-8019-4496-9316-11a302c2c7f9,20000,0,4.470600000000559,4821205.133061898,0.0,0.0,0.0,0.0,0.0
4955,bldg_d1b073ff-ec94-43d1-a468-8e63c86e1667,20000,0,3.2616000000125496,2929761.576969328,0.0,0.0,0.0,0.0,0.0
4956,bldg_2a3b760d-4e33-4deb-94f4-54707dbd7936,20000,0,1.9297999999980675,5643866.00072,0.0,0.0,0.0,0.0,0.0
4957,bldg_b6df16fc-f2e5-4065-90f9-fd8991a93029,20000,0,3.4945999999908963,1701225.9995880001,0.0,0.0,0.0,0.0,0.0
4958,bldg_fe3e9755-ee96-4b47-828c-3c6daea12a59,20000,0,2.0517000000036205,5894469.99948,0.0,0.0,0.0,0.0,0.0
4959,bldg_5e546dad-47bb-4594-854f-c191e12891d8,20000,0,3.9464999999909196,2610446.235354028,0.0,0.0,0.0,0.0,0.0
4960,bldg_7799bf48-08c8-4e9f-9776-2e1ad2f16db2,20000,0,3.2251000000105705,1630756.7301808211,0.0,0.0,0.0,0.0,0.0
4961,bldg_2f8317c6-a854-4f3a-9c3c-8cddc1fc3858,20000,0,1.9908499999946798,6588589.9994,0.0,0.0,0.0,0.0,0.0
4962,bldg_fcd41c53-99f2-49d1-a5b1-92cef49ea515,20000,0,3.0,136216.39142422742,0.0,0.0,0.0,0.0,0.0
4963,bldg_ace85dd4-1677-49db-b212-81141eca8eb9,20000,0,2.5930999999982305,5693339.99904,0.0,0.0,0.0,0.0,0.0
4964,bldg_9aa2ad57-54ea-41b4-94e8-b81198522021,20000,0,1.3815000000031432,7927472.0,0.0,0.0,0.0,0.0,0.0
4965,bldg_19a48e6f-67e2-45d4-ba64-fcf36cdadf32,20000,0,3.0,355356.1139897779,0.0,0.0,0.0,0.0,0.0
4966,bldg_15595dfc-672d-43f8-87c8-9da583392f96,20000,0,3.1986000000033528,2845887.9996399996,0.0,0.0,0.0,0.0,0.0
4967,bldg_5d838dc4-e129-4849-a36f-8aef602af4db,20000,0,1.9204000000027008,7761532.000759999,0.0,0.0,0.0,0.0,0.0
4968,bldg_1a34209f-b460-42c9-b44f-1d6b8d3fcfb1,20000,0,3.0,1234634.000004,0.0,0.0,0.0,0.0,0.0
4969,bldg_ba76540c-a376-4866-8928-5354fa5b688f,20000,0,3.3518999999942025,1982997.000382,0.0,0.0,0.0,0.0,0.0
4970,bldg_99751f5d-95a5-40c1-aa5b-fffc1cf4c795,20000,0,3.0,627979.999956,0.0,0.0,0.0,0.0,0.0
4971,bldg_d70b52b9-6e3d-4d29-b2f3-4d4650854a05,20000,0,1.8235500000009779,4038084.0002,0.0,0.0,0.0,0.0,0.0
4972,bldg_ef9dedf3-0e8b-4210-9f98-860b8fb19102,20000,0,3.3527000000030966,2357831.9993,0.0,0.0,0.0,0.0,0.0
4973,bldg_504806af-4a72-4ad1-8296-97a28e51f9ce,20000,0,2.860000000000582,2303160.6487463396,0.0,0.0,0.0,0.0,0.0
4974,bldg_b87dfdc6-f7fb-4850-ab6e-f8b3b5f3f3d0,20000,0,3.0,668013.999952,0.0,0.0,0.0,0.0,0.0
4975,bldg_09c3b608-f00e-45cc-9c8a-18f38fc197f9,20000,0,3.6754999999975553,528188.0214316262,0.0,0.0,0.0,0.0,0.0
4976,bldg_55bdd6c1-74af-4a17-9618-41379a26caf6,20000,0,3.6257000000041444,3079954.00024,0.0,0.0,0.0,0.0,0.0
4977,bldg_829edc62-b627-40ed-90b6-db045a8d835d,20000,0,3.0,502107.40771359595,0.0,0.0,0.0,0.0,0.0
4978,bldg_f788d547-9155-4b6f-8d8e-04bd61d301a4,20000,0,3.0,639576.3125205213,0.0,0.0,0.0,0.0,0.0
4979,bldg_71700a6e-de28-4f98-b2af-148e633ed107,20000,0,2.5152000000089174,363401.000004,0.0,0.0,0.0,0.0,0.0
4980,bldg_3fdf657e-8d0e-4ecd-ae6e-e11448398069,20000,0,4.445900000006077,2343682.99984,0.0,0.0,0.0,0.0,0.0
4981,bldg_82d9fcfa-477e-4c46-9041-cce4b59d94e8,20000,0,3.1517000000021653,1020709.000798,0.0,0.0,0.0,0.0,0.0
4982,bldg_430fc22a-117a-4c9c-880a-b9889ffccf1b,20000,0,2.528599999990547,1313541.999624,0.0,0.0,0.0,0.0,0.0
4983,bldg_83261a32-4fa6-49a4-9889-9a98008548d9,20000,0,2.150099999998929,9180231.99892,0.0,0.0,0.0,0.0,0.0
4984,bldg_3ab5bf0f-fbbe-499a-b06f-962fbb28f7ee,20000,0,3.0,1178147.9628110323,0.0,0.0,0.0,0.0,0.0
4985,bldg_f368dc7c-f52b-4f2a-a4e7-591bb99b6a9a,20000,0,2.37105000000156,6850695.99904,0.0,0.0,0.0,0.0,0.0
4986,bldg_b36a898d-137d-45da-b0df-1b531a474faa,20000,0,3.0,608089.0066196339,0.0,0.0,0.0,0.0,0.0
4987,bldg_4ca9a840-9fd1-4028-a096-f7fb27172a04,20000,0,3.9950000000098953,6457446.80994891,0.0,0.0,0.0,0.0,0.0
4988,bldg_e2317fcf-f274-4570-8615-5fc3c9883f8e,20000,0,2.4296999999933178,1826115.999822,0.0,0.0,0.0,0.0,0.0
4989,bldg_88d467ba-db24-4186-b5f5-a2752a1f238e,20000,0,1.5,7130101.999559999,0.0,0.0,0.0,0.0,0.0
4990,bldg_af029c52-4f96-4429-9376-77056ac6352d,20000,0,3.6486000000004424,988229.999864,0.0,0.0,0.0,0.0,0.0
4991,bldg_571a2aba-55b7-4c56-bfb5-dfe8e1ceba99,20000,0,3.0,794921.2256924156,0.0,0.0,0.0,0.0,0.0
4992,bldg_3b85b577-6540-4eaa-a115-eaa5e3916e42,20000,0,4.974100000006729,2525082.0004,0.0,0.0,0.0,0.0,0.0
4993,bldg_5ab9e24e-1958-420d-b20b-33ac1cf0a1aa,20000,0,1.9061500000025262,9636336.00084,0.0,0.0,0.0,0.0,0.0
4994,bldg_2f2b7027-d7e2-4d34-9ff8-5874fb6b6105,20000,0,3.0,514133.999754,0.0,0.0,0.0,0.0,0.0
4995,bldg_797edaa7-4314-41da-b89f-2190076ff3a7,20000,0,2.069899999994959,5045020.00008,0.0,0.0,0.0,0.0,0.0
4996,bldg_8d468d03-2284-40a5-921f-2db700a94f6a,20000,0,2.419049999996787,7302456.270844842,0.0,0.0,0.0,0.0,0.0
4997,bldg_dcbef37a-2384-4513-9c65-06a0af3d3545,20000,0,3.4673000000038883,4038413.99976,0.0,0.0,0.0,0.0,0.0
4998,bldg_948bdc71-ae7d-474f-8ed7-b6f24607cada,20000,0,6.697299999999814,2227010.99972,0.0,0.0,0.0,0.0,0.0
4999,bldg_9e5af2f1-2c8f-468d-986f-535a81fcad4d,20000,0,3.330199999996694,5238229.734568066,0.0,0.0,0.0,0.0,0.0
5000,bldg_03e1395b-33f1-464e-b30f-8bb5d5a049b7,20000,0,4.359700000000885,4663634.99962,0.0,0.0,0.0,0.0,0.0
5001,bldg_544ffd27-d0be-4bb5-bc49-7b158284abb4,20000,0,1.5,5223030.00088,0.0,0.0,0.0,0.0,0.0
5002,bldg_a6557fce-3a49-46a7-98ca-e44805cf95d3,20000,0,3.0,730089.77578369,0.0,0.0,0.0,0.0,0.0
5003,bldg_2679bd40-3b4f-4ae5-8ac2-e1c37e0d7c5c,20000,0,3.0,1533546.867327766,0.0,0.0,0.0,0.0,0.0
5004,bldg_b72a58f8-c127-4800-b208-f832adb3d5aa,20000,0,3.3258000000059837,2794895.9998399997,0.0,0.0,0.0,0.0,0.0
5005,bldg_09d6d4cb-5af5-47bd-a03f-62ec8376caf0,20000,0,2.6726999999955297,885559.9999960001,0.0,0.0,0.0,0.0,0.0
5006,bldg_ed77e952-d131-4668-8745-5c31871980e9,20000,0,2.507333333332402,8549724.036887888,0.0,0.0,0.0,0.0,0.0
5007,bldg_ae2b1ef2-1ed2-47ae-a9f7-dd9966bf76b4,20000,0,1.3942999999999302,1701310.0003439998,0.0,0.0,0.0,0.0,0.0
5008,bldg_cec93006-9168-490d-9eab-054be51282ea,20000,0,3.919899999993504,2259105.99992,0.0,0.0,0.0,0.0,0.0
5009,bldg_907352d9-026a-4dd5-bf1e-333d626ec87d,20000,0,3.017999999996391,1461186.999798,0.0,0.0,0.0,0.0,0.0
5010,bldg_32625cea-b581-491b-8d96-969257150754,20000,0,2.190650000004098,11243964.00072,0.0,0.0,0.0,0.0,0.0
5011,bldg_4cfd452f-7470-4b94-bfd9-e75eb0a1a497,20000,0,2.773300000000745,4775711.99948,0.0,0.0,0.0,0.0,0.0
5012,bldg_97c211ce-e5b9-4575-a3ec-162ce570a34b,20000,0,4.5372000000061234,3997516.99984,0.0,0.0,0.0,0.0,0.0
5013,bldg_fbf3cbb3-7573-4bd6-a2da-3b23edb998b3,20000,0,1.5,11243964.00072,0.0,0.0,0.0,0.0,0.0
5014,bldg_fc156d50-1de5-4865-8117-035a96040920,20000,0,3.596300000004703,3759347.7615265613,0.0,0.0,0.0,0.0,0.0
5015,bldg_55bf486d-e428-4543-a3ba-1f969576687f,20000,0,3.301100000004226,7950364.000560001,0.0,0.0,0.0,0.0,0.0
5016,bldg_3d58d555-4919-4caa-afd6-2ac344a73600,20000,0,3.9464000000007218,2367293.99934,0.0,0.0,0.0,0.0,0.0
5017,bldg_a010b96e-3418-49e0-a35c-18d6b0f44c95,20000,0,2.864000000001397,658268.99982,0.0,0.0,0.0,0.0,0.0
5018,bldg_ee988b05-b4a2-4bc9-8054-534fddcd2ceb,20000,0,1.9828999999954249,3878119.99972,0.0,0.0,0.0,0.0,0.0
5019,bldg_0c9f3d5b-6a3e-47db-b850-56d89edfa04d,20000,0,3.0,323963.2037256444,0.0,0.0,0.0,0.0,0.0
5020,bldg_79854a0d-a4ce-43d5-b05c-89da815fea21,20000,0,3.202400000001944,3804080.0006,0.0,0.0,0.0,0.0,0.0
5021,bldg_48cc6257-e4eb-4d27-afba-7bdc15db7762,20000,0,3.5297000000136904,3831467.9998399997,0.0,0.0,0.0,0.0,0.0
5022,bldg_dc0bb013-9823-40d8-85d6-c6a3428c8b61,20000,0,2.526399999995192,3383680.00118,0.0,0.0,0.0,0.0,0.0
5023,bldg_4108d32d-e740-4b73-9f17-02eca8908d4a,20000,0,3.737299999993411,2357871.99998,0.0,0.0,0.0,0.0,0.0
5024,bldg_1fe6ddc8-6090-4210-988c-ab82dc7824ac,20000,0,3.0,209492.999904,0.0,0.0,0.0,0.0,0.0
5025,bldg_d1182657-0dbb-4889-a747-92f9e103f72c,20000,0,3.2431000000069616,628706.000136,0.0,0.0,0.0,0.0,0.0
5026,bldg_6f5a7cd2-e394-4e9b-a0f0-5d701efb073e,20000,0,3.311999999990803,1061814.000548,0.0,0.0,0.0,0.0,0.0
5027,bldg_bff533ea-a20f-40e2-a0cd-413bc55c0a7c,20000,0,2.1766999999963446,5937477.999919999,0.0,0.0,0.0,0.0,0.0
5028,bldg_5c41a4ba-86c6-47c9-b1dd-697d08288380,20000,0,3.049799999993411,1197492.0001460002,0.0,0.0,0.0,0.0,0.0
5029,bldg_d3edfdff-f019-45a4-886a-aa422c36b845,20000,0,3.0,1358287.2577922153,0.0,0.0,0.0,0.0,0.0
5030,bldg_bb72480d-3321-4eb3-a0b6-ca1a6861cc65,20000,0,2.933150000004389,4920100.0,0.0,0.0,0.0,0.0,0.0
5031,bldg_4d1d87c5-c7e9-46a7-bc2e-0000acea7593,20000,0,4.146699999997509,1472532.6427947045,0.0,0.0,0.0,0.0,0.0
5032,bldg_649eae00-bdb2-49e6-a997-f122b2919332,20000,0,3.0,1605254.0001259998,0.0,0.0,0.0,0.0,0.0
5033,bldg_1f2a7558-b47c-4fdc-ab61-4f4f45767872,20000,0,2.9971500000028755,2474769.9993000003,0.0,0.0,0.0,0.0,0.0
5034,bldg_8ca08544-9e7e-4004-8f16-bb244e423ffc,20000,0,3.5120499999975436,3046814.00026,0.0,0.0,0.0,0.0,0.0
5035,bldg_2440152d-6d76-4ba4-af4c-0d1f88d386b4,20000,0,1.5,5497449.9984800005,0.0,0.0,0.0,0.0,0.0
5036,bldg_dd6fb76d-b13e-4cb7-8668-67db14db615d,20000,0,2.592400000001362,8305423.99892,0.0,0.0,0.0,0.0,0.0
5037,bldg_2f0683bc-1eb4-48d7-a91d-48889b1f7038,20000,0,4.380600000004051,2651439.7587360516,0.0,0.0,0.0,0.0,0.0
5038,bldg_64730669-8cdf-4835-8014-8b739d68759c,20000,0,3.386500000000524,6510545.26017231,0.0,0.0,0.0,0.0,0.0
5039,bldg_98f73e5b-f0fe-445f-8034-c745141381de,20000,0,2.370149999995192,9104213.99728,0.0,0.0,0.0,0.0,0.0
5040,bldg_da50d0e0-52e2-4451-b8e2-25ad10fac521,20000,0,2.143450000003213,6205491.998280001,0.0,0.0,0.0,0.0,0.0
5041,bldg_9ee60c9a-a379-4a8a-9502-b89fd42cc55f,20000,0,1.5681000000040513,6861066.000519999,0.0,0.0,0.0,0.0,0.0
5042,bldg_44c95d8c-c1e8-401d-95b2-1bad4cdfcc48,20000,0,4.229399999996531,1418329.000212,0.0,0.0,0.0,0.0,0.0
5043,bldg_6320338a-362a-4583-ae8f-8f8a549ccc2c,20000,0,1.5,2158043.9997,0.0,0.0,0.0,0.0,0.0
5044,bldg_02c5f5ec-ee84-46aa-980f-79e204459875,20000,0,3.591600000014296,3844471.268034829,0.0,0.0,0.0,0.0,0.0
5045,bldg_2632f858-a45b-4fb7-94b3-baf23a079c26,20000,0,3.665899999992689,6218711.012455201,0.0,0.0,0.0,0.0,0.0
5046,bldg_cdd8ad6e-09f9-4f98-b1ed-b3568806fe7c,20000,0,1.3317500000048312,3219474.0002200003,0.0,0.0,0.0,0.0,0.0
5047,bldg_45be68da-0138-4887-93dc-f983c8d85b31,20000,0,1.5,3724199.99946,0.0,0.0,0.0,0.0,0.0
5048,bldg_826c31d7-8300-4e9f-8e98-9919b215c9f6,20000,0,2.852499999993597,1265321.99978,0.0,0.0,0.0,0.0,0.0
5049,bldg_bd42bddf-ec9e-47d8-be6e-97861bbbca16,20000,0,1.0436499999996158,5817560.00008,0.0,0.0,0.0,0.0,0.0
5050,bldg_374ec9eb-9d70-4a36-80f2-0e552fcdd578,20000,0,3.26490000000922,3009015.9997400003,0.0,0.0,0.0,0.0,0.0
5051,bldg_0c14b701-0247-4566-b369-f62ef81283cf,20000,0,2.135650000003807,5332588.00092,0.0,0.0,0.0,0.0,0.0
5052,bldg_4129eef6-a2b9-4bee-97f6-a11acb019fef,20000,0,2.2867000000042026,4480400.7654878665,0.0,0.0,0.0,0.0,0.0
5053,bldg_7e5ed962-ad70-417c-bfb0-e7f337adbefe,20000,0,1.8575999999957276,6894179.9989599995,0.0,0.0,0.0,0.0,0.0
5054,bldg_ee528748-77f7-4d7c-a8fd-8e95123d6fa7,20000,0,3.979299999991781,26371473.284510966,0.0,0.0,0.0,0.0,0.0
5055,bldg_50ea028a-c8e7-4cde-90ff-44db3575179e,20000,0,3.0,1156299.4751397744,0.0,0.0,0.0,0.0,0.0
5056,bldg_b06fb839-e9df-4364-8c3a-0aa7b53c48ff,20000,0,3.3804499999969266,2601793.99948,0.0,0.0,0.0,0.0,0.0
5057,bldg_f685b661-e720-4a0e-911e-6a8feb358490,20000,0,1.7406499999997322,3394208.0003400003,0.0,0.0,0.0,0.0,0.0
5058,bldg_ed1fc90f-25e4-4e0d-8b4c-968bb1ebbe32,20000,0,6.325700000001234,2720053.9998199996,0.0,0.0,0.0,0.0,0.0
5059,bldg_afb05a11-ebbd-476a-9e92-4c6ef6160690,20000,0,1.3810500000035972,6071112.000440001,0.0,0.0,0.0,0.0,0.0
5060,bldg_54e75801-8d2e-454e-9441-4514a1301e94,20000,0,1.8021000000007916,6144456.00088,0.0,0.0,0.0,0.0,0.0
5061,bldg_4aafe229-0dda-4d6a-8780-f96a06d8d428,20000,0,2.1059000000022934,6661223.99868,0.0,0.0,0.0,0.0,0.0
5062,bldg_ae37b870-7077-4994-ac2e-997a5e48ae2d,20000,0,2.9743000000016764,1382614.9998299999,0.0,0.0,0.0,0.0,0.0
5063,bldg_01b8ee67-02a1-46e5-84cc-0aaf626c7ed9,20000,0,3.429049999998824,3499873.9989400003,0.0,0.0,0.0,0.0,0.0
5064,bldg_5759a23a-0e12-470b-9e92-b302da5c768d,20000,0,3.0894499999994878,3370056.00046,0.0,0.0,0.0,0.0,0.0
5065,bldg_00f507de-2f2d-4665-9e68-47ed265b1725,20000,0,2.548900000008871,725221.2556264397,0.0,0.0,0.0,0.0,0.0
5066,bldg_fd6f128b-c771-4b02-a085-629e702b49c1,20000,0,3.1621500000037486,3382622.00038,0.0,0.0,0.0,0.0,0.0
